node_id,username,full_name,party,chamber,out_degree,in_degree,out_strength,in_strength,betweenness,closeness,eigenvector,viral_centrality
313,RepMalinowski,Tom Malinowski,Democrat,House,42,29,0.191176,0.127552,0.006883,0.454458,0.007488,0.22625
169,RepAngieCraig,Angie Craig,Democrat,House,51,13,0.195783,0.044222,0.002644,0.40968,0.001873,0.223177
158,RepBenCline,Ben Cline,Republican,House,24,2,0.17284,0.005786,5e-06,0.317269,0.001644,0.223108
200,RepDrewFerguson,Drew Ferguson,Republican,House,19,22,0.163399,0.098255,0.000754,0.432482,0.026803,0.222037
275,USRepKeating,Bill Keating,Democrat,House,14,28,0.196429,0.164743,0.000931,0.444653,0.008981,0.220956
37,maziehirono,Mazie Hirono,,,24,24,0.187234,0.076933,0.001154,0.41652,0.001555,0.219958
417,RepAdrianSmith,Adrian Smith,Republican,House,28,66,0.188073,0.368459,0.004999,0.497899,0.071636,0.219475
35,MartinHeinrich,Martin Heinrich,,,31,26,0.193548,0.119525,0.005294,0.419469,0.002104,0.218598
191,DrNealDunnFL2,Neal Dunn,Republican,House,16,13,0.171642,0.050142,0.00014,0.408973,0.016252,0.218539
374,repmarkpocan,Mark Pocan,Democrat,House,25,46,0.186782,0.246527,0.001167,0.456208,0.008365,0.217701
206,virginiafoxx,Virginia Foxx,Republican,House,24,14,0.167442,0.089668,0.001387,0.399326,0.018713,0.217637
261,RepJacobs,Chris Jacobs,Republican,House,21,46,0.171875,0.245376,0.000761,0.454894,0.057956,0.217627
52,Sen_JoeManchin,Joe Manchin,,,31,8,0.196481,0.046068,0.000367,0.359636,0.002388,0.217525
160,WhipClyburn,James Clyburn,Democrat,House,39,53,0.180851,0.222611,0.005655,0.470238,0.005456,0.217346
273,RepJohnJoyce,John Joyce,Republican,House,19,5,0.163121,0.018683,0.00018,0.375594,0.006858,0.216966
66,SenatorRisch,Jim Risch,,,33,26,0.195652,0.216434,0.005265,0.390123,0.005075,0.216643
333,RepMeuser,Daniel Meuser,Republican,House,20,8,0.166667,0.050546,0.00134,0.386308,0.008236,0.216311
13,SenatorCarper,Tom Carper,,,25,18,0.188679,0.081613,0.000835,0.39599,0.002001,0.215881
130,RepKenBuck,Ken Buck,Republican,House,30,50,0.1777,0.302339,0.003892,0.476382,0.060301,0.215767
45,SenAngusKing,Angus King,,,17,10,0.187919,0.030412,0.000353,0.377389,0.000747,0.21542
315,RepMaloney,Carolyn Maloney,Democrat,House,59,65,0.175292,0.290487,0.011322,0.47495,0.008907,0.214853
242,RepHartzler,Vicky Hartzler,Republican,House,38,68,0.170807,0.361151,0.004812,0.506952,0.10675,0.214724
133,RepTimBurchett,Tim Burchett,Republican,House,22,15,0.165,0.066836,0.000156,0.420586,0.011691,0.214607
276,RepFredKeller,Fred Keller,Republican,House,29,41,0.15015,0.224879,0.002816,0.442577,0.07977,0.214589
188,RepDonaldsPress,Byron Donalds,Republican,House,54,86,0.173554,0.620784,0.008409,0.53139,0.157533,0.213835
212,RepRubenGallego,Ruben Gallego,Democrat,House,33,34,0.194805,0.115583,0.002259,0.45057,0.004997,0.213226
251,RepAshleyHinson,Ashley Hinson,Republican,House,29,18,0.165085,0.149397,0.003109,0.442164,0.044967,0.211237
335,RepMMM,Mariannette Miller-Meeks,Republican,House,56,91,0.169841,0.728135,0.020964,0.541714,0.168138,0.210794
389,RepChipRoy,Chip Roy,Republican,House,55,84,0.165984,0.951853,0.013048,0.528428,0.267568,0.210713
53,SenMarkey,Ed Markey,,,43,25,0.179798,0.121965,0.004507,0.430909,0.003114,0.208548
93,Robert_Aderholt,Robert Aderholt,Republican,House,13,6,0.16,0.02193,6.7e-05,0.387889,0.01046,0.208035
228,RepGosar,Paul Gosar,Republican,House,25,22,0.164596,0.096089,0.000414,0.423971,0.03992,0.207675
214,RepGarbarino,Andrew Garbarino,Republican,House,23,33,0.157407,0.169379,0.002499,0.474,0.020068,0.206951
332,RepGraceMeng,Grace Meng,Democrat,House,34,27,0.172535,0.11439,0.002373,0.421708,0.002595,0.206752
246,CongressmanHice,Jody Hice,Republican,House,29,59,0.169291,0.536958,0.002603,0.502119,0.214251,0.206071
25,SenatorDurbin,Dick Durbin,,,41,40,0.174487,0.167728,0.004412,0.439703,0.003408,0.205516
331,RepMeijer,Peter Meijer,Republican,House,32,31,0.171004,0.145472,0.003916,0.48073,0.014987,0.205298
138,RepCarbajal,Salud Carbajal,Democrat,House,43,24,0.177966,0.114036,0.001995,0.440111,0.003411,0.205065
372,chelliepingree,Chellie Pingree,Democrat,House,26,32,0.183976,0.119125,0.002524,0.461538,0.006832,0.203919
209,RepRussFulcher,Russ Fulcher,Republican,House,22,15,0.157895,0.057531,0.001019,0.411458,0.019349,0.203462
330,RepGregoryMeeks,Gregory Meeks,Democrat,House,28,23,0.177258,0.123883,0.003298,0.437269,0.006194,0.202593
163,TomColeOK04,Tom Cole,Republican,House,18,7,0.153374,0.074477,0.000849,0.382258,0.021391,0.201994
326,RepMcEachin,A. McEachin,Democrat,House,22,28,0.169231,0.142583,0.001085,0.437673,0.005051,0.20144
408,BobbyScott,Bobby Scott,Democrat,House,26,32,0.174863,0.208358,0.013688,0.438078,0.005008,0.200929
190,RepJeffDuncan,Jeff Duncan,Republican,House,37,120,0.16095,0.609875,0.006298,0.520307,0.14147,0.200521
27,SenFeinstein,Dianne Feinstein,,,48,26,0.173367,0.125915,0.007777,0.403404,0.001816,0.199935
407,AustinScottGA08,Austin Scott,Republican,House,20,9,0.165414,0.029298,0.000452,0.392709,0.012206,0.199543
73,SenatorTimScott,Tim Scott,,,38,22,0.172485,0.070705,0.004685,0.417621,0.003129,0.198336
18,SenCortezMasto,Cortez Masto,,,20,25,0.178404,0.098611,0.001458,0.403404,0.001658,0.197594
26,SenJoniErnst,Joni Ernst,,,52,24,0.165192,0.164939,0.003752,0.391736,0.004963,0.195319
452,RepBethVanDuyne,Beth Van Duyne,Republican,House,35,68,0.130915,0.500414,0.005168,0.501587,0.102607,0.194297
305,RepTedLieu,Ted Lieu,Democrat,House,35,50,0.168254,0.239112,0.00416,0.475426,0.008553,0.194007
473,RepJohnYarmuth,John Yarmuth,Democrat,House,20,5,0.171642,0.012695,0.000361,0.404782,0.002341,0.192596
137,RepKatCammack,Kat Cammack,Republican,House,49,76,0.14658,0.515822,0.009635,0.512987,0.118849,0.192452
81,SenThomTillis,Thom Tillis,,,16,13,0.172727,0.078463,0.000314,0.372349,0.001298,0.190213
124,RepKevinBrady,Kevin Brady,Republican,House,26,9,0.155303,0.055153,0.000351,0.385053,0.011968,0.189251
141,RepJerryCarl,Jerry Carl,Republican,House,20,29,0.1375,0.157051,0.000628,0.433272,0.046271,0.187539
272,RepDaveJoyce,David Joyce,Republican,House,21,41,0.15859,0.176945,0.003405,0.495298,0.02949,0.186896
10,SenatorCantwell,Maria Cantwell,,,18,9,0.161111,0.024251,0.000319,0.351632,0.000307,0.186582
369,RepScottPeters,Scott Peters,Democrat,House,21,18,0.162304,0.075248,0.002347,0.415425,0.002572,0.184132
92,RepAdams,Alma Adams,Democrat,House,44,94,0.161074,0.616822,0.011466,0.534386,0.031226,0.183864
40,JimInhofe,Jim Inhofe,,,28,18,0.164912,0.079234,0.001444,0.381335,0.005576,0.183478
320,DorisMatsui,Doris Matsui,Democrat,House,17,18,0.154589,0.065421,0.002122,0.419098,0.002783,0.182943
201,RepFischbach,Michelle Fischbach,Republican,House,17,17,0.149485,0.072097,0.000224,0.433272,0.029465,0.18222
177,RepPeterDeFazio,Peter DeFazio,Democrat,House,30,30,0.162577,0.150114,0.006555,0.451859,0.008301,0.182128
267,RepEBJ,Eddie Johnson,Democrat,House,15,20,0.15942,0.0647,0.000508,0.425112,0.00248,0.181945
142,RepAndreCarson,André Carson,Democrat,House,21,26,0.149171,0.08946,0.000228,0.438483,0.003972,0.181377
116,RepDanBishop,Dan Bishop,Republican,House,41,55,0.149341,0.387394,0.002653,0.464706,0.145091,0.18125
302,RepJuliaLetlow,Julia Letlow,Republican,House,21,14,0.131687,0.053728,0.001531,0.40617,0.021741,0.180825
263,RepJayapal,Pramila Jayapal,Democrat,House,56,64,0.156794,0.471149,0.008211,0.49375,0.021008,0.180605
117,RepLBR,Lisa Blunt Rochester,Democrat,House,27,35,0.159159,0.209657,0.001556,0.434066,0.003241,0.180149
234,RepMTG,Marjorie Greene,Republican,House,33,26,0.150812,0.197826,0.003294,0.465162,0.067246,0.179901
192,RepTomEmmer,Tom Emmer,Republican,House,43,105,0.151575,0.711009,0.012039,0.530795,0.137371,0.178799
318,RepThomasMassie,Thomas Massie,Republican,House,41,53,0.147783,0.526901,0.00339,0.468379,0.140723,0.176546
380,GReschenthaler,Guy Reschenthaler,Republican,House,42,31,0.134663,0.154074,0.00465,0.453155,0.046524,0.174796
418,RepJasonSmith,Jason Smith,Republican,House,25,19,0.148571,0.093784,0.001305,0.412533,0.014667,0.172438
249,RepFrenchHill,French Hill,Republican,House,23,27,0.14902,0.15643,0.003653,0.461988,0.030019,0.172162
39,SenHydeSmith,Hyde Smith,,,13,19,0.157025,0.072969,0.00042,0.392384,0.002762,0.171799
339,RepBarryMoore,Barry Moore,Republican,House,29,33,0.138614,0.161112,0.001048,0.442577,0.068375,0.171799
428,RepStefanik,Elise Stefanik,Republican,House,68,58,0.138686,0.399143,0.008422,0.504792,0.134916,0.171232
82,SenToomey,Pat Toomey,,,16,8,0.143498,0.034938,0.000329,0.36294,0.000462,0.170181
466,RepSusanWild,Susan Wild,Democrat,House,26,20,0.145985,0.091176,0.000897,0.419841,0.003364,0.169911
215,RepChuyGarcia,Chuy García,Democrat,House,45,76,0.151107,0.60998,0.006138,0.519737,0.025281,0.169799
14,SenBobCasey,Bob Casey,,,27,24,0.155309,0.108316,0.002419,0.403748,0.001485,0.169253
421,RepSpanberger,Abigail Spanberger,Democrat,House,56,43,0.149635,0.173971,0.013148,0.50587,0.020902,0.168607
122,RepBowman,Jamaal Bowman,Democrat,House,39,41,0.139262,0.184077,0.001921,0.448015,0.006081,0.168335
33,SenatorHassan,Maggie Hassan,,,24,16,0.150602,0.049943,0.000938,0.395659,0.001674,0.168323
221,RepGolden,Jared Golden,Democrat,House,17,14,0.148936,0.056189,0.000799,0.412174,0.002438,0.166882
387,RepDeborahRoss,Deborah Ross,Democrat,House,22,37,0.148325,0.235172,0.001401,0.454458,0.015086,0.16582
2,SenatorBennet,Michael Bennet,Democrat,Senate,22,33,0.144414,0.18804,0.003257,0.432088,0.006197,0.165182
385,RepJohnRose,John Rose,Republican,House,20,108,0.142857,0.580376,0.003157,0.502119,0.118069,0.164479
338,RepAlexMooney,Alexander Mooney,Republican,House,22,29,0.133028,0.1252,0.000745,0.458414,0.031909,0.164456
324,RepLisaMcClain,Lisa McClain,Republican,House,34,72,0.141732,0.430946,0.003471,0.496335,0.116247,0.164247
21,MikeCrapo,Mike Crapo,,,17,25,0.141221,0.154779,0.001785,0.38474,0.004029,0.163952
344,RepGregMurphy,Gregory Murphy,Republican,House,33,19,0.133705,0.128135,0.00063,0.416155,0.033381,0.162203
4,SenBlumenthal,Richard Blumenthal,Democrat,Senate,35,30,0.144161,0.101221,0.001879,0.417254,0.001821,0.160802
63,SenGaryPeters,Gary Peters,,,24,10,0.141304,0.046434,0.00068,0.375892,0.000778,0.160281
8,SenatorBraun,John Braun,,,29,36,0.141667,0.204585,0.005263,0.459302,0.017674,0.159618
16,ChrisCoons,Chris Coons,,,26,12,0.139818,0.076844,0.000618,0.38474,0.00132,0.158991
414,RepSires,Albio Sires,Democrat,House,8,8,0.130081,0.031199,0.000252,0.394015,0.004511,0.158847
165,GerryConnolly,Gerald Connolly,Democrat,House,38,29,0.142544,0.105165,0.002792,0.485656,0.008487,0.158091
193,RepEscobar,Veronica Escobar,Democrat,House,35,49,0.138672,0.187222,0.004356,0.475904,0.005759,0.157429
69,marcorubio,Marco Rubio,,,34,5,0.141524,0.011507,0.000724,0.342733,0.000469,0.157259
343,RepMullin,Markwayne Mullin,Republican,House,33,50,0.127219,0.26307,0.003617,0.461538,0.09003,0.157027
86,SenatorWarnock,Reverend Raphael Warnock,,,33,11,0.135857,0.032458,0.000695,0.395,0.001624,0.156842
378,RepMikeQuigley,Mike Quigley,Democrat,House,42,24,0.136364,0.116936,0.00236,0.432482,0.006421,0.156076
